Date,Store,Customers,Promo,Weather,Day_Type,Sales
2023-06-22,A,827.0,0,rainy,holiday,16602.97
2023-05-31,A,930.0,1,snowy,weekday,21961.61
2023-04-04,A,660.0,1,rainy,weekday,15480.53
2023-05-14,A,667.0,,sunny,weekday,15190.3
2023-05-02,C,446.0,1,snowy,weekend,10818.09
2023-04-18,C,157.0,1,rainy,,5519.25
2023-01-04,A,254.0,1,rainy,weekday,5965.98
2023-04-03,A,666.0,0,sunny,holiday,13427.86
2023-05-31,A,586.0,0,sunny,weekday,12016.12
2023-01-06,A,952.0,0,,weekday,18906.77
2023-02-01,B,630.0,0,,weekday,11995.9
2023-04-16,B,586.0,0,rainy,holiday,13546.49
2023-05-26,B,250.0,1,,weekday,4896.9
2023-01-15,C,458.0,1,snowy,weekday,12025.41
2023-06-17,A,467.0,0,rainy,weekend,9132.1
2023-05-02,B,719.0,0,snowy,weekday,11716.12
2023-04-06,A,146.0,1,,weekend,4241.81
2023-01-06,A,306.0,0,snowy,weekend,5956.11
2023-04-22,C,974.0,0,rainy,weekend,19277.89
2023-04-30,C,549.0,1,snowy,holiday,12964.18
2023-05-03,B,582.0,1,rainy,weekday,15070.87
2023-03-08,B,,1,,,24314.39
2023-04-16,C,739.0,1,rainy,weekday,17089.85
2023-05-19,C,796.0,0,,,16318.23
2023-02-12,A,669.0,1,sunny,weekday,15945.01
2023-05-25,,242.0,1,,weekend,7379.97
2023-04-06,B,499.0,1,rainy,weekend,14535.32
2023-05-12,B,196.0,0,rainy,weekend,5014.53
2023-03-22,C,146.0,1,sunny,weekend,3138.91
2023-02-10,B,290.0,0,sunny,weekday,4837.76
2023-05-13,A,239.0,1,,weekday,6073.85
2023-06-09,C,714.0,1,snowy,weekday,14616.52
2023-02-04,A,330.0,1,snowy,weekday,8248.46
2023-01-22,C,439.0,1,sunny,,11640.73
2023-05-30,C,590.0,0,,weekend,12228.9
2023-04-22,A,148.0,0,sunny,holiday,2936.95
2023-01-11,B,998.0,0,sunny,weekday,19849.43
2023-01-03,B,723.0,0,rainy,,15220.7
2023-05-17,B,552.0,0,rainy,weekday,10102.67
2023-03-01,B,415.0,1,rainy,weekend,9156.1
2023-03-17,A,421.0,0,sunny,,7638.22
2023-03-28,C,186.0,0,,holiday,5180.34
2023-01-14,A,993.0,1,snowy,holiday,23625.59
2023-01-18,B,573.0,,snowy,weekday,11392.73
2023-04-23,B,381.0,1,rainy,weekday,8857.3
2023-03-14,A,938.0,,,weekday,16966.45
2023-01-23,C,863.0,1,rainy,,21207.5
2023-03-24,A,173.0,0,,,3188.64
2023-05-05,A,552.0,1,,weekday,14171.56
2023-06-24,A,146.0,0,,weekday,2296.78
2023-03-10,C,687.0,0,sunny,,14970.93
2023-02-16,A,195.0,0,,weekend,4562.94
2023-04-26,A,130.0,0,sunny,holiday,5243.03
2023-01-30,B,633.0,1,snowy,holiday,16370.19
2023-01-25,A,116.0,1,snowy,weekday,2400.5
2023-06-05,B,311.0,0,sunny,holiday,5891.05
2023-04-22,B,759.0,,snowy,,
2023-01-25,B,334.0,1,snowy,weekend,7769.07
2023-03-15,C,491.0,1,rainy,,11575.89
2023-02-27,B,453.0,,sunny,weekday,10650.98
2023-04-04,A,404.0,0,sunny,weekday,7668.8
2023-04-29,A,698.0,1,sunny,holiday,20311.17
2023-05-07,B,649.0,0,rainy,weekend,12841.07
2023-06-18,B,664.0,1,sunny,weekday,18491.84
2023-01-25,A,639.0,,snowy,,10092.61
2023-03-19,B,688.0,1,,weekday,18552.05
2023-04-09,C,608.0,0,rainy,weekday,11077.95
2023-04-26,B,811.0,0,rainy,weekday,16255.99
2023-02-17,C,494.0,0,sunny,weekday,11451.77
2023-01-10,C,530.0,1,,,12898.79
2023-04-09,C,784.0,0,,weekday,14583.74
2023-01-11,B,885.0,0,,,16506.89
2023-03-26,C,661.0,1,snowy,weekday,14103.94
2023-05-29,C,956.0,0,,weekday,16690.89
2023-06-22,B,276.0,1,sunny,,6672.41
2023-05-15,C,505.0,0,snowy,,9674.8
2023-05-06,B,400.0,0,,,8245.99
2023-03-05,A,544.0,0,sunny,weekday,10501.95
2023-01-02,C,838.0,,snowy,,14285.82
2023-03-17,B,226.0,1,snowy,weekend,4799.7
2023-05-01,A,448.0,0,,holiday,10168.08
2023-02-11,C,120.0,1,snowy,holiday,3787.0
2023-02-23,C,810.0,1,rainy,weekend,18707.77
2023-03-16,B,800.0,0,sunny,holiday,17773.11
2023-01-16,A,943.0,1,,weekday,23840.06
2023-01-18,B,519.0,0,sunny,,9436.52
2023-03-31,C,251.0,0,sunny,,5566.94
2023-05-24,C,259.0,1,rainy,,7038.03
2023-01-06,C,958.0,0,snowy,weekend,17567.48
2023-04-18,C,579.0,,rainy,weekend,10686.62
2023-06-24,A,542.0,0,rainy,weekday,12345.74
2023-02-17,A,195.0,1,snowy,weekend,5363.33
2023-02-11,B,451.0,0,,,9199.78
2023-03-17,B,174.0,1,sunny,weekday,3675.74
2023-03-18,B,977.0,0,,weekday,18767.25
2023-05-12,C,693.0,,,,14433.11
2023-05-10,B,739.0,0,rainy,weekday,13259.6
2023-02-28,A,458.0,1,snowy,,9525.8
2023-06-04,B,232.0,1,snowy,weekday,5098.55
2023-01-27,B,499.0,0,sunny,weekday,10618.27
2023-03-20,A,238.0,0,snowy,,5871.58
2023-03-13,A,345.0,1,,,8865.41
2023-01-07,C,390.0,0,snowy,weekday,6280.58
2023-04-21,A,211.0,1,snowy,weekday,4506.54
2023-04-29,A,814.0,0,,holiday,19342.54
2023-06-23,B,269.0,,sunny,weekday,6583.15
2023-03-04,A,698.0,1,sunny,weekend,19631.93
2023-05-04,C,730.0,0,,weekday,15613.68
2023-01-12,B,709.0,0,snowy,weekday,14484.69
2023-05-21,C,339.0,0,snowy,weekday,6288.68
2023-02-12,A,436.0,0,sunny,,9471.7
2023-01-17,C,237.0,0,sunny,weekend,4130.07
2023-03-04,C,693.0,1,sunny,weekday,17557.97
2023-04-30,A,335.0,1,rainy,weekend,8626.0
2023-02-05,A,747.0,0,sunny,holiday,17301.52
2023-01-08,B,893.0,1,snowy,weekend,20506.47
2023-03-10,B,102.0,0,sunny,,474.82
2023-03-31,B,670.0,0,snowy,holiday,12691.03
2023-02-05,A,215.0,0,snowy,weekday,4825.63
2023-01-28,C,571.0,1,snowy,weekend,13289.31
2023-04-28,C,230.0,,sunny,holiday,5576.35
2023-04-03,B,997.0,0,sunny,weekday,19341.44
2023-06-24,B,582.0,0,,weekday,12680.69
2023-03-17,A,500.0,0,sunny,weekend,10388.93
2023-04-11,C,300.0,,sunny,weekend,6174.2
2023-06-07,B,391.0,0,sunny,holiday,10062.28
2023-05-31,A,441.0,1,rainy,weekend,12570.02
2023-05-24,B,709.0,1,sunny,weekday,19072.32
2023-01-14,A,315.0,0,rainy,,5673.49
2023-03-12,C,735.0,1,snowy,holiday,17602.39
2023-06-29,A,684.0,0,snowy,,11491.44
2023-05-04,B,465.0,1,snowy,,9122.52
2023-05-05,B,989.0,0,snowy,weekday,16962.43
2023-02-06,C,741.0,,rainy,,13272.74
2023-01-29,C,568.0,,rainy,weekday,9593.26
2023-05-23,B,517.0,1,snowy,holiday,
2023-06-24,B,126.0,1,sunny,weekday,1846.36
2023-06-23,B,776.0,1,snowy,weekend,18284.79
2023-06-29,C,554.0,0,snowy,weekday,10368.59
2023-01-19,B,679.0,0,rainy,weekend,13897.45
2023-04-16,C,113.0,0,snowy,weekday,1564.51
2023-01-21,B,197.0,1,rainy,weekday,4347.44
2023-03-05,A,378.0,1,,holiday,10799.0
2023-06-14,A,589.0,,rainy,,11373.84
2023-01-27,B,982.0,1,snowy,weekday,22600.59
2023-02-24,A,858.0,1,sunny,holiday,22536.38
2023-01-29,C,723.0,1,rainy,holiday,20700.31
2023-05-28,A,306.0,,rainy,holiday,7055.24
2023-01-25,A,963.0,1,rainy,holiday,25934.6
2023-03-11,C,945.0,0,snowy,holiday,17660.7
2023-03-04,A,332.0,1,snowy,,6494.34
2023-06-13,A,672.0,1,rainy,,15297.53
2023-05-10,B,696.0,1,sunny,weekday,18136.98
2023-05-30,C,794.0,,snowy,weekend,13913.11
2023-01-16,C,338.0,,sunny,weekday,7206.5
2023-05-26,B,349.0,0,,holiday,9282.47
2023-04-10,B,682.0,0,sunny,weekend,13579.63
2023-01-30,A,839.0,0,snowy,weekday,14259.17
2023-02-14,A,696.0,0,rainy,weekend,13155.94
2023-01-19,A,405.0,0,,,7935.87
2023-02-03,B,562.0,1,sunny,holiday,16500.23
2023-05-21,C,882.0,0,rainy,weekend,18604.95
2023-06-20,A,901.0,1,,weekday,23323.73
2023-03-03,B,335.0,0,sunny,holiday,
2023-04-28,C,390.0,1,rainy,,9084.45
2023-04-10,B,138.0,1,,,2567.77
2023-01-22,A,817.0,1,snowy,weekday,18746.38
2023-06-29,B,282.0,0,sunny,weekday,6540.04
2023-06-29,B,798.0,1,sunny,weekend,20423.4
2023-04-21,B,744.0,0,,weekday,16801.3
2023-06-13,B,129.0,1,sunny,,2318.89
2023-03-14,C,487.0,0,rainy,weekend,10246.31
2023-05-27,A,866.0,1,sunny,,23794.46
2023-02-07,C,242.0,0,sunny,,5758.08
2023-03-11,B,714.0,1,rainy,weekday,17522.26
2023-04-26,B,518.0,1,rainy,holiday,13354.67
2023-03-20,A,173.0,0,snowy,weekend,3847.55
2023-05-28,A,154.0,,rainy,weekday,2401.52
2023-01-09,C,847.0,0,sunny,,18067.98
2023-02-01,C,671.0,1,,,16050.85
2023-05-12,A,123.0,0,sunny,weekday,2211.59
2023-02-19,C,121.0,1,snowy,weekend,2065.38
2023-03-23,B,527.0,1,,,12831.52
2023-01-05,B,131.0,0,snowy,weekend,2043.12
2023-05-28,A,,0,sunny,weekday,17223.6
2023-03-28,C,438.0,1,rainy,,10434.21
2023-05-06,B,614.0,1,,weekday,14865.89
2023-03-16,A,611.0,,sunny,weekday,10910.49
2023-06-14,C,169.0,0,,,2695.48
2023-01-22,B,771.0,0,snowy,holiday,15623.81
2023-03-09,C,997.0,1,sunny,,23151.05
2023-02-13,C,187.0,1,,,4514.32
2023-02-03,C,976.0,,sunny,,20665.58
2023-03-18,A,670.0,0,sunny,weekday,12967.57
2023-02-11,B,863.0,0,snowy,,16850.18
2023-05-17,A,318.0,1,snowy,,8123.23
2023-04-16,B,812.0,0,snowy,weekday,14943.63
2023-04-05,B,688.0,1,rainy,,16317.06
2023-05-15,A,866.0,0,,weekday,17326.73
2023-03-09,A,858.0,1,snowy,weekday,19745.94
2023-05-27,B,369.0,1,rainy,,10662.77
2023-06-08,B,918.0,0,rainy,weekday,17917.83
2023-05-08,B,750.0,0,,,16488.47
2023-06-12,C,177.0,,,,2380.93
2023-03-26,B,691.0,,snowy,weekend,12549.36
2023-06-08,A,109.0,,rainy,holiday,2295.46
2023-03-24,A,567.0,,,weekday,12683.52
2023-04-05,A,435.0,0,,holiday,7599.31
2023-02-01,B,735.0,0,,weekend,18603.64
2023-03-07,B,285.0,0,,holiday,6269.67
2023-04-26,C,645.0,1,rainy,,16437.85
2023-05-18,C,220.0,1,sunny,weekday,5483.95
2023-05-10,A,691.0,1,,weekday,16459.32
2023-03-01,C,817.0,,rainy,weekday,17150.67
2023-01-17,C,664.0,1,,,16406.68
2023-04-06,A,767.0,0,rainy,holiday,15272.69
2023-05-24,B,373.0,0,snowy,weekday,7060.18
2023-01-16,C,509.0,0,sunny,weekend,11314.88
2023-02-15,B,457.0,0,rainy,weekend,9451.15
2023-06-16,A,746.0,0,rainy,holiday,16026.42
2023-06-08,A,197.0,1,rainy,weekend,5292.44
2023-04-17,C,340.0,0,,weekday,8033.14
2023-03-29,A,656.0,1,snowy,,14810.94
2023-05-09,A,810.0,1,,weekday,19601.83
2023-05-19,A,902.0,,snowy,,16886.19
2023-04-29,C,213.0,1,sunny,holiday,3146.57
2023-03-26,C,586.0,,,,12322.01
2023-01-04,C,888.0,0,rainy,weekday,18304.14
2023-03-12,A,340.0,0,sunny,weekday,7562.12
2023-06-03,B,255.0,1,,holiday,5264.89
2023-04-21,A,451.0,0,snowy,weekday,9416.19
2023-02-19,C,143.0,1,,weekend,3173.85
2023-05-20,B,691.0,0,,,14019.35
2023-04-05,B,411.0,1,rainy,weekday,10987.25
2023-04-02,C,237.0,,rainy,weekday,3916.03
2023-03-06,B,762.0,0,sunny,weekday,15378.95
2023-02-16,B,535.0,,rainy,holiday,9818.58
2023-04-16,C,853.0,0,,weekday,16873.77
2023-05-10,B,242.0,0,,,3673.22
2023-04-16,B,922.0,1,snowy,weekday,21179.98
2023-01-24,C,398.0,1,,weekend,8924.69
2023-01-04,B,661.0,1,sunny,weekday,16435.32
2023-04-18,B,361.0,1,sunny,weekday,8457.91
2023-01-19,B,611.0,0,rainy,weekday,10929.04
2023-06-03,B,772.0,0,snowy,weekend,15631.19
2023-02-09,C,161.0,0,,,2145.93
2023-02-19,A,666.0,0,rainy,weekday,12138.33
2023-06-20,A,522.0,,,weekday,10632.01
2023-03-16,B,495.0,,sunny,holiday,11596.72
2023-01-12,C,983.0,0,sunny,weekend,18746.49
2023-01-27,C,130.0,1,snowy,,2764.38
2023-04-23,B,429.0,1,,weekday,11481.67
2023-02-18,A,901.0,0,,weekend,20668.01
2023-05-24,B,268.0,0,sunny,weekend,5661.46
2023-05-10,C,365.0,1,snowy,holiday,7647.17
2023-03-01,C,,1,rainy,holiday,10619.44
2023-01-30,A,558.0,0,snowy,,9610.55
2023-03-25,C,284.0,,rainy,weekday,5719.11
2023-06-15,C,433.0,1,rainy,holiday,13235.69
2023-01-28,C,614.0,0,sunny,,11107.65
2023-01-25,A,540.0,0,rainy,weekend,11867.16
2023-04-06,C,772.0,1,,weekday,20203.1
2023-05-05,B,490.0,1,sunny,weekday,12904.4
2023-01-10,A,871.0,1,snowy,weekend,20824.81
2023-02-11,B,659.0,0,snowy,,13729.13
2023-02-09,B,353.0,0,rainy,weekday,7932.74
2023-03-18,A,685.0,0,,weekend,13771.88
2023-04-15,B,434.0,0,snowy,holiday,8641.85
2023-04-28,A,499.0,1,rainy,,10820.31
2023-02-11,B,265.0,0,snowy,weekday,6018.82
2023-02-16,A,359.0,0,,holiday,7949.94
2023-06-14,C,103.0,0,rainy,weekday,128.58
2023-01-22,C,987.0,1,,weekday,22217.8
2023-04-17,B,218.0,1,rainy,weekday,4647.27
2023-01-27,C,569.0,1,,,13382.58
2023-02-10,A,569.0,1,snowy,weekday,12403.66
2023-03-21,B,884.0,1,snowy,weekday,19703.75
2023-06-11,C,592.0,0,,weekend,13793.15
2023-06-09,C,837.0,1,snowy,weekend,21120.55
2023-03-30,B,963.0,0,snowy,weekday,19343.6
2023-03-07,C,599.0,1,rainy,weekday,15849.18
2023-01-12,C,169.0,1,,,4854.57
2023-06-17,B,793.0,1,rainy,,17502.16
2023-03-14,C,964.0,0,snowy,weekend,18977.58
2023-03-17,C,875.0,,snowy,holiday,15763.04
2023-03-31,C,469.0,1,sunny,weekday,
2023-01-10,C,280.0,1,,holiday,6062.97
2023-04-06,B,104.0,0,,,4022.35
2023-06-25,A,296.0,0,rainy,holiday,6587.87
2023-01-20,A,146.0,0,,,2713.98
2023-02-08,C,651.0,0,rainy,holiday,13134.38
2023-03-01,C,733.0,1,snowy,weekend,17283.77
2023-03-07,A,746.0,1,sunny,,17922.88
2023-03-06,C,239.0,0,snowy,weekend,4207.03
2023-06-28,A,961.0,1,rainy,holiday,23011.78
2023-05-04,B,764.0,0,rainy,weekday,13641.17
2023-06-13,B,639.0,0,sunny,weekday,11617.7
2023-06-01,B,526.0,,snowy,weekday,9936.89
2023-06-04,B,688.0,1,,weekday,17233.47
2023-05-10,B,786.0,1,sunny,weekday,20516.61
2023-06-08,B,660.0,0,,holiday,14057.03
2023-02-26,A,953.0,0,snowy,weekday,17255.78
2023-03-19,C,409.0,0,sunny,weekday,6146.61
2023-01-29,A,373.0,0,snowy,weekday,7533.83
2023-01-15,B,638.0,0,snowy,weekend,13255.15
2023-01-12,C,939.0,1,,weekday,24125.91
2023-04-11,C,489.0,0,,,8899.47
2023-06-05,B,558.0,0,,holiday,12885.29
2023-03-25,B,832.0,1,snowy,weekend,19821.84
2023-05-05,B,733.0,,rainy,,12064.73
2023-04-13,B,460.0,,snowy,holiday,10336.78
2023-01-24,B,168.0,1,rainy,weekend,3124.74
2023-05-29,B,682.0,0,sunny,holiday,15636.61
2023-05-18,C,761.0,0,,weekday,15248.41
2023-04-20,B,798.0,1,,holiday,23427.39
2023-03-19,B,530.0,1,snowy,weekday,11147.69
2023-04-11,C,984.0,1,rainy,weekday,22889.67
2023-05-26,A,857.0,0,sunny,holiday,19612.12
2023-05-22,B,807.0,0,snowy,weekday,13988.29
2023-06-11,C,131.0,1,sunny,weekend,4933.08
2023-05-08,C,720.0,0,rainy,weekday,12960.63
2023-02-27,A,964.0,1,,weekday,24688.3
2023-03-17,B,612.0,,,weekend,12847.71
2023-05-30,B,281.0,1,rainy,weekend,6351.83
2023-02-05,B,785.0,0,,weekend,17868.35
2023-06-22,C,780.0,0,snowy,weekday,13092.3
2023-06-13,B,347.0,0,rainy,weekday,7097.83
2023-01-22,B,719.0,1,,weekday,15478.09
2023-05-07,B,981.0,1,rainy,weekday,23605.44
2023-03-21,B,396.0,0,sunny,weekday,9142.29
2023-04-10,A,875.0,0,snowy,,15616.08
2023-04-06,A,129.0,0,snowy,,2513.04
2023-06-10,A,401.0,,snowy,weekday,8753.37
2023-06-22,B,575.0,1,,weekend,16204.01
2023-06-13,B,972.0,0,sunny,weekday,17214.08
2023-05-28,C,451.0,,,weekday,8475.51
2023-01-18,C,581.0,1,,,14238.36
2023-02-07,C,416.0,1,rainy,weekday,10176.74
2023-05-31,B,836.0,1,snowy,holiday,20627.83
2023-04-19,A,496.0,1,,weekday,11876.34
2023-05-03,A,188.0,0,snowy,weekday,2853.81
2023-05-24,A,333.0,1,sunny,weekend,7230.09
2023-05-29,B,267.0,1,sunny,weekday,5666.08
2023-04-14,A,842.0,0,snowy,,15912.57
2023-05-20,C,225.0,0,snowy,weekday,3106.6
2023-05-24,C,672.0,0,sunny,weekday,12637.74
2023-03-22,A,219.0,0,sunny,weekday,2922.01
2023-03-28,C,527.0,0,,holiday,12016.54
2023-05-22,A,289.0,1,sunny,,8185.11
2023-03-02,A,732.0,0,,weekday,15802.98
2023-02-15,C,527.0,0,sunny,,10150.73
2023-02-01,C,659.0,,,holiday,14426.94
2023-01-15,C,301.0,1,rainy,,
2023-02-13,C,158.0,0,rainy,,2604.37
2023-05-25,A,796.0,0,,,16249.81
2023-06-18,C,322.0,1,snowy,weekday,8263.32
2023-02-23,C,591.0,1,rainy,holiday,16480.4
2023-02-13,B,110.0,0,sunny,weekday,2032.32
2023-04-08,C,892.0,,snowy,weekend,16353.61
2023-01-05,C,800.0,1,sunny,weekday,18847.71
2023-04-19,A,611.0,1,rainy,weekday,12860.91
2023-01-27,A,913.0,0,sunny,,18804.59
2023-04-26,B,409.0,0,,weekend,8588.15
2023-03-28,C,848.0,0,snowy,holiday,16798.76
2023-04-14,C,133.0,0,rainy,holiday,5335.92
2023-05-03,C,,0,snowy,weekday,9330.55
2023-03-20,C,746.0,0,,,14963.09
2023-02-12,C,580.0,1,rainy,,13973.24
2023-04-07,C,673.0,0,sunny,holiday,13585.9
2023-01-31,B,924.0,0,snowy,,17213.04
2023-04-09,C,838.0,,rainy,weekday,16139.57
2023-01-17,C,192.0,0,rainy,weekday,2809.49
2023-03-24,C,727.0,1,,weekday,18424.58
2023-04-20,B,943.0,1,rainy,,23386.42
2023-02-01,C,232.0,,rainy,holiday,7009.52
2023-06-17,B,943.0,1,,weekday,22062.27
2023-05-21,A,518.0,0,sunny,weekday,9215.51
2023-02-04,C,567.0,,sunny,weekday,11240.2
2023-05-13,B,904.0,0,rainy,weekend,18264.5
2023-01-29,A,543.0,1,sunny,,15256.06
2023-03-11,B,804.0,0,,weekday,17308.41
2023-06-02,B,129.0,1,sunny,,1151.3
2023-04-05,A,397.0,1,rainy,holiday,9929.78
2023-01-22,C,160.0,1,,holiday,2729.39
2023-06-22,C,557.0,1,sunny,holiday,13881.82
2023-03-10,B,403.0,0,snowy,weekend,8168.26
2023-03-30,A,439.0,0,snowy,holiday,8830.86
2023-03-13,C,960.0,1,,,25659.79
2023-05-09,B,547.0,0,sunny,weekday,9532.16
2023-06-21,A,935.0,0,rainy,weekday,17740.92
2023-03-28,B,401.0,1,snowy,,8535.78
2023-04-06,A,980.0,,sunny,weekday,21173.7
2023-03-16,C,639.0,0,sunny,weekday,11882.1
2023-06-16,C,584.0,1,rainy,weekday,14075.53
2023-02-23,B,176.0,0,rainy,weekend,2123.42
2023-03-29,C,732.0,0,sunny,holiday,17696.52
2023-06-06,C,614.0,0,rainy,weekday,13411.3
2023-02-23,A,648.0,1,,weekday,15502.76
2023-01-16,C,758.0,1,snowy,weekend,17135.38
2023-04-09,A,191.0,0,snowy,weekend,3859.21
2023-01-20,A,950.0,1,sunny,weekday,22932.21
2023-02-15,B,884.0,0,sunny,weekday,18826.53
2023-05-07,A,565.0,0,rainy,weekday,11168.43
2023-02-27,C,565.0,1,snowy,weekday,13852.87
2023-04-21,A,988.0,0,rainy,holiday,19519.67
2023-05-09,A,698.0,0,sunny,,12584.26
2023-03-22,B,139.0,1,sunny,holiday,4224.4
2023-06-06,C,789.0,1,sunny,weekday,21414.7
2023-03-25,C,428.0,1,sunny,weekday,9764.24
2023-03-11,C,384.0,0,sunny,weekday,8141.06
2023-01-08,A,653.0,0,sunny,weekend,13017.29
2023-01-29,C,896.0,1,,weekday,23458.66
2023-04-22,C,165.0,0,,weekend,2536.62
2023-06-28,A,735.0,1,rainy,weekend,18603.41
2023-06-10,B,756.0,1,,weekend,21021.68
2023-05-11,B,731.0,1,rainy,weekend,16888.36
2023-06-12,A,208.0,0,rainy,weekday,4524.15
2023-04-18,B,514.0,,,,9922.43
2023-04-19,B,191.0,1,snowy,,5060.14
2023-01-20,B,467.0,1,rainy,holiday,12585.95
2023-03-14,C,919.0,1,sunny,holiday,24813.06
2023-06-16,B,522.0,0,rainy,holiday,10811.82
2023-01-04,C,671.0,0,rainy,weekday,11003.44
2023-01-19,B,961.0,1,snowy,holiday,24646.05
2023-04-12,C,838.0,0,sunny,holiday,20525.8
2023-06-22,A,339.0,0,snowy,holiday,6174.14
2023-06-20,A,534.0,0,snowy,weekday,9577.94
2023-05-21,B,311.0,0,snowy,holiday,7714.49
2023-05-21,C,499.0,1,rainy,,10146.56
2023-03-27,A,709.0,,sunny,weekday,14683.65
2023-02-21,A,625.0,0,sunny,weekend,14882.39
2023-04-21,A,829.0,1,snowy,weekday,
2023-04-19,A,567.0,1,,weekday,13633.01
2023-03-27,B,269.0,1,sunny,weekday,8053.47
2023-02-12,C,918.0,0,sunny,,17268.77
2023-02-11,A,891.0,1,snowy,holiday,22905.57
2023-03-31,B,974.0,,rainy,weekend,19805.87
2023-04-25,A,309.0,0,snowy,,6583.8
2023-01-26,A,355.0,1,,,8747.5
2023-05-31,A,782.0,,,weekday,17175.79
2023-02-12,A,172.0,1,snowy,weekend,3699.72
2023-03-18,B,246.0,1,,,4676.45
2023-06-05,C,,,rainy,weekday,6877.13
2023-05-17,B,416.0,0,rainy,weekday,6866.9
2023-01-20,B,717.0,1,rainy,,17671.23
2023-02-08,B,705.0,0,,weekday,13348.92
2023-06-28,A,674.0,0,rainy,weekday,12788.05
2023-01-12,C,253.0,1,snowy,weekday,5774.25
2023-01-11,A,354.0,0,rainy,holiday,6589.01
2023-06-03,B,450.0,0,,holiday,10071.95
2023-02-11,A,646.0,0,sunny,weekday,13860.96
2023-06-04,C,934.0,0,,,18715.75
2023-01-11,C,411.0,0,snowy,holiday,9047.08
2023-02-07,A,907.0,1,snowy,holiday,22074.85
2023-04-08,B,864.0,0,,weekday,17545.56
2023-06-20,A,768.0,1,rainy,,18332.29
2023-01-19,B,233.0,1,rainy,weekday,6553.85
2023-05-14,C,228.0,0,sunny,holiday,5483.12
2023-06-23,A,535.0,,rainy,,9555.09
2023-04-26,C,379.0,1,snowy,holiday,9863.23
2023-04-23,B,457.0,0,rainy,weekday,7774.53
2023-06-19,B,982.0,,,,20043.9
2023-03-06,A,351.0,1,,weekend,9181.63
2023-04-09,A,234.0,0,sunny,weekday,4829.95
2023-03-13,A,942.0,1,snowy,weekday,21158.96
2023-02-21,C,622.0,1,,,14941.1
2023-04-28,B,903.0,1,snowy,holiday,21623.78
2023-06-24,B,,1,rainy,,19052.83
2023-04-30,C,418.0,0,sunny,weekday,10242.18
2023-01-07,A,179.0,,sunny,,3850.8
2023-01-11,A,290.0,1,rainy,holiday,7609.46
2023-04-13,C,552.0,1,,weekday,12572.07
2023-03-02,B,443.0,0,snowy,weekday,6390.62
2023-03-09,,129.0,1,snowy,holiday,1600.97
2023-06-02,B,513.0,1,snowy,weekend,12621.08
2023-05-20,B,970.0,1,,weekend,23598.3
2023-06-03,C,467.0,,rainy,weekday,9498.45
2023-04-12,B,840.0,,snowy,weekday,14132.42
2023-04-20,C,695.0,0,,,14059.61
2023-05-20,A,601.0,1,snowy,holiday,14471.17
2023-06-20,C,761.0,0,,weekday,14159.36
2023-02-20,B,972.0,0,rainy,,17152.76
2023-04-27,A,800.0,0,snowy,weekday,12849.16
2023-06-14,C,120.0,1,rainy,holiday,2004.26
2023-02-15,C,648.0,,sunny,weekday,15183.93
2023-02-22,C,345.0,0,,,8204.06
2023-03-29,A,382.0,0,sunny,weekday,7821.86
2023-05-01,C,713.0,,rainy,weekday,13198.92
2023-01-13,B,905.0,1,rainy,,20936.45
2023-03-30,A,331.0,1,rainy,weekend,8363.77
2023-05-05,A,415.0,1,snowy,weekend,9264.95
2023-04-28,C,937.0,1,snowy,,20562.7
2023-02-23,B,899.0,,rainy,,
2023-04-26,A,435.0,0,rainy,,7306.07
2023-04-28,C,510.0,0,snowy,weekday,6947.57
2023-01-04,B,344.0,0,snowy,holiday,6232.11
2023-03-16,C,486.0,0,,weekday,11171.97
2023-02-18,C,788.0,1,rainy,weekday,17168.12
2023-01-07,A,824.0,,snowy,weekend,14403.33
2023-04-20,A,457.0,1,snowy,,9709.6
2023-05-02,C,713.0,,sunny,weekday,12662.11
2023-01-11,A,897.0,,rainy,weekday,18471.38
2023-04-02,A,121.0,1,rainy,,2966.68
2023-06-22,B,118.0,1,snowy,holiday,1159.77
2023-01-23,B,386.0,1,sunny,weekend,9998.09
2023-01-28,C,375.0,0,,weekday,7460.8
2023-04-21,C,758.0,1,rainy,weekday,17773.26
2023-02-26,C,997.0,1,,holiday,27235.42
2023-01-26,C,651.0,1,rainy,weekday,15338.45
2023-06-02,B,778.0,1,snowy,,17783.85
2023-02-23,A,702.0,0,,weekday,14413.4
2023-01-29,B,171.0,1,rainy,,2639.09
2023-04-07,C,464.0,0,,holiday,10274.2
2023-06-13,C,894.0,0,snowy,weekday,16255.28
2023-01-14,B,434.0,1,sunny,weekend,10751.72
2023-03-19,B,751.0,0,sunny,holiday,18398.58
2023-02-04,C,850.0,1,,weekday,21166.84
2023-01-30,A,689.0,0,,weekday,14283.97
2023-04-02,C,298.0,1,,weekday,7000.99
2023-01-17,B,116.0,1,rainy,weekday,2466.06
2023-06-07,C,317.0,0,snowy,weekend,6315.01
2023-04-03,C,840.0,0,,holiday,16957.0
2023-06-22,A,951.0,1,sunny,weekday,24520.0
2023-03-20,C,749.0,0,rainy,holiday,14367.53
2023-04-20,C,246.0,0,,holiday,6381.4
2023-06-28,C,309.0,1,rainy,weekday,7083.79
2023-04-12,B,769.0,0,,weekday,17440.72
2023-04-16,B,513.0,1,,weekend,14498.29
2023-02-16,A,764.0,1,rainy,,19083.52
2023-03-05,C,955.0,0,snowy,weekend,18186.45
